"university","career","inscription_date","first_name","last_name","gender","age","postal_code","location","email"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/11/05","carrie","shaw","f",99,8303,"cinco saltos","robertsvanessa@yahoo.com"
"universidad nacional de jujuy","farmacia","2021/01/09","george","pacheco","m",9,1846,"adrogue","franklin37@yahoo.com"
"universidad nacional de jujuy","diseño de imagen y sonido","2020/09/26","jennifer","smith","f",55,8122,"la viticola","rebeccavasquez@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias antropológicas","2020/10/20","debbie","rose","f",24,9227,"el porvenir","dsellers@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias antropológicas","2020/10/20","debbie","rose","f",24,3374,"el porvenir","dsellers@hotmail.com"
"universidad nacional de jujuy","licenciatura en musicoterapia","2020/12/02","william","green","m",53,6734,"rawson","william07@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/09/03","jennifer","wilson","f",105,2705,"haras san jacinto","brianbrown@hotmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2021/01/22","christian","dominguez","m",116,3551,"campo monte la viruela","pattersoncorey@gmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2020/12/24","ashley","richmond","f",38,7151,"langueyu","egill@yahoo.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/11/30","jacob","king","m",61,1921,"alvarez jonte","lisa15@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/12/02","carrie","rush","f",73,3007,"empalme san carlos","chudson@gmail.com"
"universidad nacional de jujuy","diseño de imagen y sonido","2020/11/19","amber","robertson","f",47,7169,"juancho","mzhang@yahoo.com"
"universidad nacional de jujuy","diseño de imagen y sonido","2021/01/23","seth","oliver","m",47,7161,"labarden","zacharyhaynes@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2021/01/22","katelyn","ball","f",66,8170,"abra de hinojo","erikmelton@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2021/01/28","susan","stevenson","f",47,2456,"esmeralda","rosekelsey@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/12/30","luke","cook","m",24,3500,"colonia florencia","marysmall@yahoo.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/11/03","russell","ross","m",36,6380,"boeuf","kelleystephanie@gmail.com"
"universidad nacional de jujuy","ingeniería electrónica","2021/01/06","eric","thomas","m",38,2845,"colonia duportal","schneidershannon@yahoo.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/12/13","clinton","fisher","m",11,1674,"villa raffo","vickiewarner@gmail.com"
"universidad nacional de jujuy","licenciatura en producción de bioimagenes","2020/10/29","marissa","sanders","f",58,8332,"colonia rusa","rrobinson@yahoo.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2021/01/17","nicole","castro","f",6,4514,"calilegua","wigginsrichard@gmail.com"
"universidad nacional de jujuy","agronomía","2020/10/01","jorge","montes","m",85,6551,"juan f ibarra","nparsons@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2020/12/08","jason","howard","m",62,1808,"alejandro petion","francisco91@gmail.com"
"universidad nacional de jujuy","diseño industrial","2021/01/03","mark","thompson","m",18,6380,"boeuf","perry39@hotmail.com"
"universidad nacional de jujuy","bioquímica","2020/10/03","jorge","franklin","m",75,2700,"barrio trocha","lmayo@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/12/16","michael","hill","m",5,1875,"wilde","glopez@yahoo.com"
"universidad nacional de jujuy","ingeniería electrónica","2020/12/05","curtis","johnson","m",87,8101,"calderon","ericpierce@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/12/22","julia","yang","f",55,5321,"el potrero","twest@hotmail.com"
"universidad nacional de jujuy","agronomía","2020/10/02","wendy","dalton","f",71,4184,"bustamante","bsmith@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2021/01/31","michael","howard","m",104,5544,"gobernador benegas","fpearson@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2020/12/14","james","perez","m",108,7511,"balneario oceano","amyjackson@gmail.com"
"universidad nacional de jujuy","ingeniería en informática","2020/09/22","monique","garner","f",97,4144,"amberes","mkim@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/12/27","cindy","anderson","f",90,8129,"17 de agosto","rebecca15@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/12/27","cindy","anderson","f",90,3338,"17 de agosto","rebecca15@yahoo.com"
"universidad nacional de jujuy","diseño industrial","2020/09/14","john","garcia","m",18,2743,"arroyo dulce","gbridges@yahoo.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/09/12","gwendolyn","bryan","f",43,3281,"calera","sdennis@yahoo.com"
"universidad nacional de jujuy","contador público ","2020/12/18","aaron","burns","m",89,1757,"gregorio de laferrere","kellyheather@yahoo.com"
"universidad nacional de jujuy","licenciatura en psicología","2021/01/26","kathleen","melton","f",53,7136,"adela","ksmith@hotmail.com"
"universidad nacional de jujuy","medicina","2020/10/16","kelly","coleman","f",64,1706,"haedo","ashley57@yahoo.com"
"universidad nacional de jujuy","bioquímica","2020/12/30","christina","durham","f",86,5771,"alanices","bsmith@gmail.com"
"universidad nacional de jujuy","diseño de imagen y sonido","2020/11/25","kim","nguyen","f",79,3315,"caa yari","rothjasmine@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/12/04","jeremy","campbell","m",1,6509,"del valle","amy97@hotmail.com"
"universidad nacional de jujuy","diseño industrial","2020/10/30","belinda","smith","f",44,5750,"alto de la leña","qwright@hotmail.com"
"universidad nacional de jujuy","actuario ","2020/12/21","corey","cervantes","m",27,1682,"martin coronado","michaelhansen@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2021/01/22","greg","parker","m",85,7403,"alvaro barros","gburch@hotmail.com"
"universidad nacional de jujuy","farmacia","2021/01/31","cindy","estes","f",80,1825,"monte chingolo","harriselizabeth@yahoo.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/12/31","jamie","peters","f",97,3007,"empalme san carlos","qjackson@hotmail.com"
"universidad nacional de jujuy","medicina","2020/10/10","patricia","mcintosh","f",62,5438,"alto de sierra","terri05@yahoo.com"
"universidad nacional de jujuy","licenciatura en artes","2020/12/13","mark","carr","m",44,3040,"asuncion maria","hherring@gmail.com"
"universidad nacional de jujuy","agronomía","2020/11/16","brandon","willis","m",19,3254,"colonia la blanquita","blairwesley@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2021/01/15","ashley","hernandez","f",64,4513,"alto calilegua","ybenson@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/11/23","mary","ramirez","f",99,5755,"alto del molle","lisa69@gmail.com"
"universidad nacional de jujuy","bioquímica","2020/10/26","regina","ramsey","f",6,5743,"la isabel","michaelmurray@hotmail.com"
"universidad nacional de jujuy","medicina","2020/09/12","mary","brown","f",83,7530,"coronel pringles","margaretmarsh@gmail.com"
"universidad nacional de jujuy","contador público ","2020/09/17","daniel","fisher","m",2,4174,"ampata","greenjames@yahoo.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2020/12/02","annette","lee","f",82,2403,"bauer y sigel","jessica02@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias antropológicas","2021/01/20","thomas","mendoza","m",55,1885,"guillermo e hudson","barajaskevin@gmail.com"
"universidad nacional de jujuy","ingeniería en informática","2020/11/28","todd","hall","m",17,6665,"ernestina","jennifersanchez@yahoo.com"
"universidad nacional de jujuy","licenciatura en psicología","2020/12/28","jessica","gallegos","f",3,2222,"diaz","davidmiller@hotmail.com"
"universidad nacional de jujuy","farmacia","2020/12/08","shawn","simmons","m",29,6326,"anguil","fredallison@yahoo.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/09/18","lisa","martin","f",20,2720,"colon","williamskathy@hotmail.com"
"universidad nacional de jujuy","contador público ","2020/12/01","anthony","cook","m",70,7260,"barrio villa saladillo","deannacole@hotmail.com"
"universidad nacional de jujuy","bioquímica","2021/01/23","denise","acevedo","f",81,2907,"general conesa","padillalisa@gmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2020/09/28","julia","fowler","f",46,1623,"barrio garin norte","erin65@gmail.com"
"universidad nacional de jujuy","técnico para bioterios ","2020/10/23","shannon","brown","f",80,8326,"cervantes","heather44@gmail.com"
"universidad nacional de jujuy","ingeniería electrónica","2020/09/04","tammy","moore","f",61,6605,"campo peña lopez","shannonhall@hotmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2020/10/23","sherry","hill","f",63,1731,"villars","valvarado@hotmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/11/30","danielle","prince","f",19,5311,"arauco","lisaaustin@hotmail.com"
"universidad nacional de jujuy","farmacia","2020/11/09","robert","alexander","m",68,4142,"alto de leiva","sruiz@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/10/23","sean","mcmahon","m",15,3220,"arroyo manganga","markgonzales@yahoo.com"
"universidad nacional de jujuy","bioquímica","2020/11/07","denise","ball","f",47,7249,"el araza","kmorris@gmail.com"
"universidad nacional de jujuy","farmacia","2020/10/25","dr.","mary","f",1,7548,"cura malal","vanessa91@hotmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2021/01/28","sonya","carr","f",94,5266,"chichagasta","vmedina@hotmail.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/11/27","angela","scott","f",79,3042,"abipones","sadams@yahoo.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/11/25","keith","vance","m",67,7404,"fortin lavalle","jshelton@hotmail.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/12/30","hannah","adams","f",113,7265,"cazon","rbailey@yahoo.com"
"universidad nacional de jujuy","técnico para bioterios ","2021/01/30","dwayne","ford","m",34,7161,"labarden","tinaholt@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/10/15","kenneth","edwards","m",59,7135,"comandante giribone","kristalambert@gmail.com"
"universidad nacional de jujuy","agronomía","2020/10/14","joseph","foster","m",73,8361,"isla grande","fli@gmail.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/11/15","roberto","rogers","m",85,3153,"kilmetro 165","zhernandez@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2021/01/27","lisa","clark","f",55,5405,"agua y energia","riverakelly@gmail.com"
"universidad nacional de jujuy","licenciatura en administración ","2020/10/09","katelyn","rogers","f",85,5545,"agua de diaz","owhite@yahoo.com"
"universidad nacional de jujuy","medicina","2020/12/16","angela","gray","f",30,7101,"cerro de la gloria canal 15","herringwayne@hotmail.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/09/14","robert","brooks","m",43,6634,"alberti","stephanie76@gmail.com"
"universidad nacional de jujuy","licenciatura en musicoterapia","2020/12/10","jeffrey","mcgee","m",63,8150,"campo la lima","lawrencesamantha@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/12/14","jason","george","m",46,2248,"bernardo de irigoyen","schneiderheather@gmail.com"
"universidad nacional de jujuy","arquitectura","2020/12/04","howard","williams","m",41,6101,"villa saboya","odavis@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/10/26","bradley","jones","m",71,5372,"nonogasta","mwagner@yahoo.com"
"universidad nacional de jujuy","licenciatura en artes","2020/12/03","tina","zimmerman","f",27,3513,"arbol solo","henrydixon@hotmail.com"
"universidad nacional de jujuy","licenciatura en artes","2020/12/03","tina","zimmerman","f",27,3230,"arbol solo","henrydixon@hotmail.com"
"universidad nacional de jujuy","medicina","2020/12/26","timothy","kim","m",77,2341,"colonia montefiore","castroadam@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2020/10/12","ian","thomas","m",1,2170,"candelaria sud","carrillocarol@gmail.com"
"universidad nacional de jujuy","contador público ","2021/01/18","daniel","davis","m",53,6223,"coronel charlone","davidholt@yahoo.com"
"universidad nacional de jujuy","licenciatura en psicología","2021/01/20","joseph","rivera","m",115,6387,"caleufu","kevinrose@hotmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2021/01/09","gina","garza","f",2,9019,"aguada escondida","garymiller@yahoo.com"
"universidad nacional de jujuy","agronomía","2020/09/27","donna","crane","f",13,5535,"asuncion","john12@yahoo.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2020/10/04","william","hill","m",44,3476,"el remanso","rodriguezisaac@yahoo.com"
"universidad nacional de jujuy","arquitectura","2020/10/17","brett","wolfe","m",87,1602,"florida","james00@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2021/01/18","james","brown","m",41,2119,"arminda","cohendaniel@hotmail.com"
"universidad nacional de jujuy","licenciatura en administración ","2021/01/24","glenn","rich","m",22,1849,"claypole","curryangela@gmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/09/28","samantha","dorsey","f",72,3731,"meson de fierro","westamy@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2021/01/03","kyle","hughes","m",81,4000,"estacion de zootecnia b","xmcgee@gmail.com"
"universidad nacional de jujuy","contador público ","2020/10/20","jeffrey","peterson","m",107,1816,"colonia santa rosa","davidarnold@hotmail.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/10/15","melinda","kemp","f",48,3509,"campo el bermejo","pblack@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2021/01/31","allison","long","f",115,3021,"campo andino","brandi41@hotmail.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2021/01/13","john","ryan","m",99,2805,"arroyo aleli","clarkjill@gmail.com"
"universidad nacional de jujuy","diseño industrial","2021/01/28","joshua","taylor","m",85,9407,"28 de noviembre","keith92@hotmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/09/25","john","becker","m",57,6383,"campo moises seccion 1a","david37@hotmail.com"
"universidad nacional de jujuy","licenciatura en artes","2020/10/12","mark","perez","m",36,4178,"abra rica","bryantanthony@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/12/15","norma","bradford","f",30,2453,"carlos pellegrini","randy73@gmail.com"
"universidad nacional de jujuy","actuario ","2020/12/23","stacy","fritz","f",50,6244,"banderalo","aguirrejeffrey@gmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/11/09","mary","thompson","f",97,3412,"albardon","ocolon@hotmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/11/09","mary","thompson","f",97,2840,"albardon","ocolon@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2020/12/21","heather","washington","f",101,5471,"agua blanca","bakermichael@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2020/12/21","heather","washington","f",101,5301,"agua blanca","bakermichael@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2020/12/21","heather","washington","f",101,4168,"agua blanca","bakermichael@gmail.com"
"universidad nacional de jujuy","ingeniería electrónica","2021/01/27","michele","herrera","f",57,1664,"trujui","scottsanders@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2021/01/10","louis","tate","m",101,8129,"17 de agosto","bbell@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2021/01/10","louis","tate","m",101,3338,"17 de agosto","bbell@hotmail.com"
"universidad nacional de jujuy","contador público ","2020/09/19","matthew","anderson","m",89,6708,"colonia nac de alienados","lisaweiss@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/12/12","alexandra","evans","f",79,4709,"san jose de piedra blanca","joshua19@yahoo.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/09/14","jennifer","harvey","f",51,3071,"aguara grande","danielanderson@gmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2020/11/15","diamond","velasquez","f",3,4411,"sey","graysusan@hotmail.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2021/01/05","mark","mccormick","m",11,2717,"acevedo","parsonschristine@hotmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/12/15","james","hawkins","m",8,2201,"ricardone","jsmith@gmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/11/27","melissa","sanchez","f",54,2613,"la morocha","kayla29@hotmail.com"
"universidad nacional de jujuy","licenciatura en administración ","2021/01/10","timothy","taylor","m",96,9015,"alma grande","maddenjennifer@hotmail.com"
"universidad nacional de jujuy","diseño industrial","2020/10/02","christopher","lee","m",81,3378,"22 de diciembre","thompsonmichael@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/10/11","allison","hopkins","f",76,5260,"acheral","alvarezstephanie@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/10/11","allison","hopkins","f",76,4134,"acheral","alvarezstephanie@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2021/01/04","karen","johnson","f",108,4626,"angosto del perchel","clane@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/12/23","mr.","david","m",98,3722,"2 de mayo","pereztravis@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/12/23","mr.","david","m",98,3364,"2 de mayo","pereztravis@yahoo.com"
"universidad nacional de jujuy","ingeniería en informática","2020/09/12","thomas","higgins","m",113,8400,"isla victoria","danny18@yahoo.com"
"universidad nacional de jujuy","licenciatura en administración ","2020/09/07","alexander","reynolds","m",114,8111,"arroyo pareja","adyer@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2021/02/01","kevin","thomas","m",22,3025,"colonia clara","dylanlam@gmail.com"
"universidad nacional de jujuy","medicina","2020/11/14","scott","anderson","m",108,3317,"arroyo magdalena","everettdarin@hotmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2021/01/17","ernest","cantrell","m",16,5741,"13 de enero","elynch@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/12/20","barbara","acosta","f",7,6300,"barrancas coloradas","imorgan@gmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2021/01/20","ryan","castro","m",73,4516,"caimancito","christophervillanueva@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/12/06","timothy","rodriguez","m",46,4122,"alizal","santiagojessica@hotmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/12/14","scott","hernandez","m",58,5327,"capihuas","david90@yahoo.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/10/02","laura","roy","f",84,6461,"capitan castro","shannonking@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/12/03","bruce","smith","m",86,3362,"1 de mayo","arroyowilliam@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/12/03","bruce","smith","m",86,3263,"1 de mayo","arroyowilliam@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2021/01/27","rebecca","hudson","f",113,1864,"alejandro korn","alexandraalexander@hotmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/10/08","cody","curry","m",46,2905,"general rojo","nmarshall@gmail.com"
"universidad nacional de jujuy","actuario ","2020/10/10","michael","carter","m",23,9220,"cañadon la madera","taralopez@yahoo.com"
"universidad nacional de jujuy","licenciatura en musicoterapia","2020/09/10","janet","bruce","f",99,8403,"alicura","evansregina@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/10/25","amy","newman","f",78,4522,"alto del saladillo","warrengabrielle@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/10/25","amy","newman","f",78,4500,"alto del saladillo","warrengabrielle@gmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/11/28","danielle","evans","f",69,2529,"piamonte","ryanbennett@hotmail.com"
"universidad nacional de jujuy","arquitectura","2020/12/29","tabitha","short","f",103,8401,"cullin manzano","underwoodfranklin@gmail.com"
"universidad nacional de jujuy","ingeniería en informática","2020/11/08","kara","roberts","f",111,6661,"blas durañona","smithanna@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/11/22","molly","martinez","f",31,3378,"22 de diciembre","kyle72@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2020/09/29","tonya","jackson","f",59,5549,"agua de los manantiales","qrangel@hotmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2021/01/24","sara","wright","f",85,4561,"la chinaca","amarsh@hotmail.com"
"universidad nacional de jujuy","diseño de imagen y sonido","2020/12/26","gloria","knapp","f",30,5501,"cerrillos al sud","justinmorris@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2021/01/01","chelsea","vasquez","f",54,3129,"colonia hernandarias","joseph46@gmail.com"
"universidad nacional de jujuy","licenciatura en artes","2020/09/03","dr.","kimberly","f",48,9400,"an aike","nwebster@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/11/25","jacob","johnson","m",76,2846,"anahi","dominiccervantes@yahoo.com"
"universidad nacional de jujuy","licenciatura en administración ","2020/12/24","alan","clark","m",51,2703,"cabo san fermin","qnunez@gmail.com"
"universidad nacional de jujuy","licenciatura en producción de bioimagenes","2020/10/18","julie","holden","f",4,2600,"boca p 25","danielortiz@gmail.com"
"universidad nacional de jujuy","arquitectura","2021/01/29","john","chen","m",53,1881,"san francisco solano","cindyibarra@hotmail.com"
"universidad nacional de jujuy","arquitectura","2020/09/28","frank","palmer","m",9,5383,"agua colorada","hhoffman@hotmail.com"
"universidad nacional de jujuy","arquitectura","2020/09/28","frank","palmer","m",9,5275,"agua colorada","hhoffman@hotmail.com"
"universidad nacional de jujuy","arquitectura","2020/09/28","frank","palmer","m",9,4750,"agua colorada","hhoffman@hotmail.com"
"universidad nacional de jujuy","arquitectura","2020/09/28","frank","palmer","m",9,4724,"agua colorada","hhoffman@hotmail.com"
"universidad nacional de jujuy","arquitectura","2020/09/28","frank","palmer","m",9,4119,"agua colorada","hhoffman@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/10/27","robert","swanson","m",10,3137,"alcaraz sud","lmorales@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/09/02","andrew","bishop","m",85,8126,"aldea san andres","jacquelinebailey@yahoo.com"
"universidad nacional de jujuy","ingeniería en informática","2021/01/24","dr.","amber","f",102,5607,"colonia bombal y tabanera","chelsea52@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/10/07","jason","ramos","m",12,2409,"estrada","sandrawiggins@hotmail.com"
"universidad nacional de jujuy","contador público ","2020/12/22","sharon","baker","f",94,5409,"adan quiroga","qcaldwell@yahoo.com"
"universidad nacional de jujuy","medicina","2020/12/31","harold","dunlap","m",112,3342,"aguapey","grant34@yahoo.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/11/01","michael","hansen","m",62,1987,"alegre","vperkins@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/09/11","emily","simpson","f",84,9017,"cameron","rebecca03@yahoo.com"
"universidad nacional de jujuy","licenciatura en psicología","2020/09/22","jessica","daniel","f",91,8187,"bordenave","hward@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/10/05","debra","mason","f",70,6051,"ingeniero balbin","ericdodson@yahoo.com"
"universidad nacional de jujuy","contador público ","2020/10/30","kimberly","patrick","f",71,2103,"colonia escribano","dbray@gmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/09/13","traci","lopez","f",103,4151,"bajo de los sueldos","copelandtimothy@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/09/16","edward","baldwin","m",25,6013,"baigorrita","jamie06@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2020/09/14","alexander","nelson","m",77,3734,"campo moreno","russostephanie@hotmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2021/01/23","katrina","long","f",68,5835,"bella vista","carrie74@gmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2021/01/23","katrina","long","f",68,5381,"bella vista","carrie74@gmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2021/01/23","katrina","long","f",68,4622,"bella vista","carrie74@gmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2021/01/23","katrina","long","f",68,3432,"bella vista","carrie74@gmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2021/01/23","katrina","long","f",68,1661,"bella vista","carrie74@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2021/01/02","ryan","olsen","m",42,7631,"costa bonita balneario","pbyrd@yahoo.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/09/06","maureen","forbes","f",35,7005,"barker","pharris@gmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2020/12/30","mary","wilson","f",79,1806,"tristan suarez","stevensanchez@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/11/19","nicole","cooper","f",36,6725,"carmen de areco","ystephens@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2020/10/27","kelly","gates","f",108,3708,"concepcion del bermejo","jyoung@gmail.com"
"universidad nacional de jujuy","bioquímica","2020/12/04","maria","ray","f",65,1846,"adrogue","angelasandoval@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/09/16","derek","chen","m",23,5471,"agua blanca","jennydowns@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/09/16","derek","chen","m",23,5301,"agua blanca","jennydowns@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/09/16","derek","chen","m",23,4168,"agua blanca","jennydowns@gmail.com"
"universidad nacional de jujuy","actuario ","2020/10/30","jon","harrington","m",59,6015,"campo coliqueo","nguyenlinda@hotmail.com"
"universidad nacional de jujuy","licenciatura en producción de bioimagenes","2020/12/07","steven","rodriguez","m",94,6381,"campo caretto","emiller@gmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/10/31","jared","washington","m",112,8345,"alumine","zburns@hotmail.com"
"universidad nacional de jujuy","ingeniería en informática","2020/10/27","george","shelton","m",64,4715,"agua verde","mannjordan@gmail.com"
"universidad nacional de jujuy","diseño industrial","2020/09/08","katie","lloyd","f",49,3524,"el campamento","vgonzalez@yahoo.com"
"universidad nacional de jujuy","licenciatura en administración ","2020/12/24","mark","palmer","m",66,6516,"amalia","ericacarney@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2021/01/05","tracy","roman","f",59,4195,"7 de abril","woodsrenee@hotmail.com"
"universidad nacional de jujuy","medicina","2020/12/08","michael","crawford","m",44,4187,"anta chica","ladams@hotmail.com"
"universidad nacional de jujuy","diseño industrial","2020/12/18","daniel","rowland","m",57,6500,"9 de julio","ahansen@yahoo.com"
"universidad nacional de jujuy","diseño industrial","2020/12/18","daniel","rowland","m",57,5831,"9 de julio","ahansen@yahoo.com"
"universidad nacional de jujuy","diseño industrial","2020/12/18","daniel","rowland","m",57,5533,"9 de julio","ahansen@yahoo.com"
"universidad nacional de jujuy","diseño industrial","2020/12/18","daniel","rowland","m",57,5417,"9 de julio","ahansen@yahoo.com"
