"university","career","inscription_date","first_name","last_name","gender","postal_code","location","correos_electronicos"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_terapia_ocupacional","03/Sep/20","anthony","guzman","m",5757,"SAN LORENZO","joan81@yahoo.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","25/Dec/20","lisa","cunningham","f",5710,"LA PUNTA","uwalker@yahoo.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","17/Jan/21","sara","hill","f",8208,"CAMPO CICARE","fcooke@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","30/Oct/20","danielle","burke","f",2115,"COLONIA VALDEZ","spencer44@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","10/Sep/20","joshua","schmitt","m",5579,"BARRIO LENCINA","karentownsend@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_planificación_y_diseño_del_paisaje","26/Dec/20","ann","mcpherson","f",7245,"CAMPO SABATE","jerry82@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_musicoterapia","25/Oct/20","linda","torres","f",3263,"1 DE MAYO","amanda19@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_geológicas","11/Nov/20","andres","reed","m",2935,"ALGARROBO","stevenspaul@hotmail.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","28/Oct/20","allison","velez","f",5355,"EL ALTILLO","mitchellcole@yahoo.com"
"universidad_nacional_de_tres_de_febrero","bioquímica","11/Sep/20","caroline","peters","f",4513,"ALTO CALILEGUA","pmartinez@yahoo.com"
"universidad_nacional_de_tres_de_febrero","agronomía","07/Oct/20","brady","payne","m",6216,"BAGUAL","arellanobeth@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_en_informática","27/Oct/20","wesley","wilson","m",3265,"ARROYO CARABALLO","ijohnson@hotmail.com"
"universidad_nacional_de_tres_de_febrero","medicina","22/Oct/20","jacqueline","glass","f",8124,"BERRAONDO","uowen@gmail.com"
"universidad_nacional_de_tres_de_febrero","contador_público_","09/Sep/20","jesse","ashley","m",5407,"DIQUE TOMA","cnewman@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_administración_","09/Sep/20","peggy","mendez","f",2202,"CERANA","freemanvictoria@yahoo.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","13/Oct/20","erin","davis","f",2761,"ESTANCIA SANTA CATALINA","dvasquez@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","20/Sep/20","beverly","clark","f",2309,"COLONIA REINA MARGARITA","nicholas25@hotmail.com"
"universidad_nacional_de_tres_de_febrero","agronomía","12/Sep/20","kristen","robbins","f",6476,"CHICLANA","henryhart@gmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","13/Jan/21","kathy","arnold","f",6474,"CAMPO ARISTIMUÑO","qlee@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_musicoterapia","30/Jan/21","john","marshall","m",3583,"ISLA TIGRE","allen00@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ciencias_veterinarias","06/Oct/20","brittany","cruz","f",6321,"CAICHUE","taylor15@hotmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","23/Dec/20","brittney","thompson","f",5460,"AGUA DE LA ZORRA","dawn66@yahoo.com"
"universidad_nacional_de_tres_de_febrero","agronomía","18/Nov/20","tiffany","diaz","f",5750,"ALTO DE LA LEÑA","amywhite@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_relaciones_del_trabajo_","09/Nov/20","erik","henderson","m",2154,"CAPITAN BERMUDEZ","tracy18@yahoo.com"
"universidad_nacional_de_tres_de_febrero","actuario_","30/Jan/21","christian","hood","m",2187,"ARTEAGA","ryanwright@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_computación","23/Sep/20","robert","green","m",6239,"GONZALEZ MORENO","ucopeland@hotmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_en_informática","14/Jan/21","krystal","freeman","f",1865,"EL PAMPERO","kurt16@yahoo.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","31/Dec/20","alejandra","elliott","f",2919,"COPACABANA","tuckerrobert@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_relaciones_del_trabajo_","15/Dec/20","randall","bell","m",3585,"EL SOMBRERITO","rebeccabutler@gmail.com"
"universidad_nacional_de_tres_de_febrero","actuario_","23/Jan/21","donald","horn","m",3048,"ANGELONI","shannon09@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","23/Sep/20","justin","thompson","m",3241,"CAMPO DE VILLAMIL","lee28@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_computación","06/Sep/20","paul","coffey","m",6453,"CARLOS SALAS","michael36@yahoo.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","16/Sep/20","christopher","cabrera","m",4750,"AGUA COLORADA","anthonyhernandez@yahoo.com"
"universidad_nacional_de_tres_de_febrero","actuario_","31/Dec/20","barbara","middleton","f",5433,"ESTACION LA RINCONADA","jacquelineroberts@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_gestión_de_agroalimentos","13/Dec/20","tiffany","walsh","f",9407,"28 DE NOVIEMBRE","dorothyanderson@gmail.com"
"universidad_nacional_de_tres_de_febrero","contador_público_","07/Nov/20","richard","mayer","m",3248,"CARAGUATA","vanessa82@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","15/Jan/21","vincent","alvarez","m",1633,"EMPALME","kmarsh@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_geológicas","27/Jan/21","andrew","williams","m",6205,"EL GUANACO","lisa17@gmail.com"
"universidad_nacional_de_tres_de_febrero","actuario_","08/Oct/20","kaitlin","mercado","f",3515,"CAPITAN SOLARI","leblancyvonne@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_kinesiología_y_fisiatría","07/Jan/21","marc","jones","m",4724,"AGUA COLORADA","meadowsconnor@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","25/Dec/20","elaine","larson","f",1708,"MORON","jacobramos@hotmail.com"
"universidad_nacional_de_tres_de_febrero","agronomía","05/Nov/20","ms.","andrea","f",1607,"VILLA ADELINA","shaneyoder@yahoo.com"
"universidad_nacional_de_tres_de_febrero","medicina","30/Nov/20","alvin","hughes","m",1806,"TRISTAN SUAREZ","margaretcollins@yahoo.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","08/Sep/20","heather","maddox","f",5601,"CAPITAN MONTOYA","jessicasanchez@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_computación","03/Nov/20","michael","schmidt","m",5715,"ARBOL VERDE","tracie28@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","06/Oct/20","teresa","flores","f",5596,"12 DE OCTUBRE","mrodriguez@gmail.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","19/Jan/21","michael","fitzgerald","m",6450,"ABEL","uayala@gmail.com"
"universidad_nacional_de_tres_de_febrero","actuario_","09/Sep/20","colin","mendoza","m",2101,"ALBARELLOS","iwalker@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_psicología","21/Oct/20","victor","miller","m",5713,"BALDE AHUMADA","imccarty@gmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","04/Dec/20","troy","bennett","m",2930,"LA BUANA MOZA","ralvarado@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_electrónica","05/Jan/21","mrs.","kimberly","f",4709,"SAN JOSE DE PIEDRA BLANCA","cainholly@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","25/Jan/21","jose","fowler","m",6538,"LA DORITA","adamhanson@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","29/Sep/20","alyssa","terry","f",2728,"MELINCUE","barbara84@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","13/Dec/20","kristen","sanders","f",5460,"AGUA DE LA ZORRA","hallgerald@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_administración_","12/Oct/20","jon","moore","m",3465,"ARROYO CASCO","nicole95@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_geológicas","21/Nov/20","courtney","taylor","f",5363,"ANGUINAN","bakerchristian@hotmail.com"
"universidad_nacional_de_tres_de_febrero","actuario_","01/Jan/21","paige","davila","f",4626,"ANGOSTO DEL PERCHEL","kellygina@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","30/Dec/20","stephen","garcia","m",3541,"CAMPO LAS PUERTAS","william94@yahoo.com"
"universidad_nacional_de_tres_de_febrero","farmacia","17/Dec/20","rebecca","chandler","f",2119,"ARMINDA","laura80@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_terapia_ocupacional","12/Sep/20","david","king","m",4640,"ABRA PAMPA","martinezamy@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_en_informática","14/Jan/21","robert","kennedy","m",8309,"CENTENARIO","williamskrystal@hotmail.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","05/Sep/20","paul","moore","m",4501,"ABRA DEL TRIGO","andrearodriguez@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","14/Nov/20","theresa","cohen","f",5637,"30 DE OCTUBRE","garciawilliam@gmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","08/Sep/20","teresa","moses","f",5770,"CHACRAS VIEJAS","chris43@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","29/Nov/20","tracy","good","f",2000,"VILLA ANGELICA","ariel15@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_terapia_ocupacional","17/Dec/20","christopher","may","m",7612,"CAMET","jacquelinemorales@yahoo.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","27/Nov/20","eric","delgado","m",1865,"EL PAMPERO","lovesarah@yahoo.com"
"universidad_nacional_de_tres_de_febrero","contador_público_","04/Dec/20","juan","dennis","m",1881,"SAN FRANCISCO SOLANO","garciarichard@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","21/Dec/20","patricia","jones","f",7119,"CARI LARQUEA","barkerbenjamin@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_relaciones_del_trabajo_","28/Oct/20","kimberly","chavez","f",3074,"COLONIA EL SIMBOL","xkidd@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_kinesiología_y_fisiatría","05/Dec/20","kimberly","smith","f",3122,"ARROYO CORRALITO","laura47@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","26/Oct/20","ricardo","bradley","m",5266,"CHICHAGASTA","amberlawson@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_gestión_de_agroalimentos","12/Oct/20","angela","wilcox","f",8150,"CAMPO LA LIMA","kristine36@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_computación","22/Nov/20","anthony","wallace","m",3338,"17 DE AGOSTO","alexischristensen@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_biológicas","30/Jan/21","heidi","johnson","f",2743,"ARROYO DULCE","ljames@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_musicoterapia","15/Dec/20","mr.","eric","m",7412,"LAS HERMANAS","alicia67@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_ambientales","25/Sep/20","amanda","morris","f",7263,"EL CHUMBEAU","umullins@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","17/Dec/20","lauren","torres","f",7305,"ANTONIO DE LOS HEROS","millernicole@yahoo.com"
"universidad_nacional_de_tres_de_febrero","contador_público_","07/Jan/21","john","johnson","m",3263,"1 DE MAYO","mcruz@hotmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","07/Jan/21","brian","martin","m",8172,"ARROYO CORTO","dominique48@yahoo.com"
"universidad_nacional_de_tres_de_febrero","contador_público_","13/Sep/20","aaron","harris","m",7130,"CAMINERA SAMBOROMBON","zsweeney@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_electrónica","20/Dec/20","joshua","davis","m",4155,"CEVIL GRANDE","katherinenewman@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_ambientales","24/Oct/20","stacy","mcgrath","f",1980,"BARRIO LA DOLLY","santosthomas@yahoo.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","02/Dec/20","madison","bryant","f",5361,"AICUÑA","jenkinsryan@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_terapia_ocupacional","19/Nov/20","margaret","brewer","f",6628,"COLONIA ZAMBUNGO","cmolina@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","22/Oct/20","ryan","ware","m",3518,"CABRAL CUE","lopeztammy@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_ambientales","29/Dec/20","jocelyn","butler","f",6239,"GONZALEZ MORENO","bryanthompson@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","19/Jan/21","ian","cameron","m",6007,"ARRIBEÑOS","hvillegas@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_kinesiología_y_fisiatría","28/Jan/21","joshua","sanders","m",8118,"CABILDO","heidi98@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_gestión_de_agroalimentos","22/Jan/21","justin","garcia","m",7212,"DOCTOR DOMINGO HAROSTEGUY","rowlandkatherine@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_planificación_y_diseño_del_paisaje","17/Dec/20","tyler","harper","m",3575,"ARROYO CEIBAL","chasewood@hotmail.com"
"universidad_nacional_de_tres_de_febrero","agronomía","13/Sep/20","lydia","bradshaw","f",3222,"BUEN RETIRO","joseoconnor@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","08/Oct/20","jonathan","robinson","m",6625,"CAÑADA LA RICA","michelle97@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","17/Dec/20","michael","cooper","m",4626,"ANGOSTO DEL PERCHEL","fjohnson@hotmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_electrónica","23/Dec/20","justin","rogers","m",3046,"ARRASCAETA","michaelalvarez@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","22/Sep/20","dana","davis","f",5421,"LA TRANCA","qwilliams@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_kinesiología_y_fisiatría","10/Dec/20","jillian","martinez","f",3403,"AGUIRRE CUE","ana76@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_electrónica","25/Oct/20","matthew","hoffman","m",7165,"FARO QUERANDI","broberson@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_y_tecnología_de_alimentos","19/Nov/20","jay","schmidt","m",3306,"CENTINELA","elizabeth53@hotmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","25/Oct/20","elizabeth","robertson","f",2212,"CAMPO GALLOSO","rachelpark@yahoo.com"
"universidad_nacional_de_tres_de_febrero","agronomía","03/Oct/20","joanna","kelley","f",8361,"ISLA GRANDE","kimberlyvargas@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","21/Sep/20","robert","keller","m",6450,"ABEL","nhouston@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_psicología","06/Sep/20","robert","rodriguez","m",5595,"CUPILES","cobbemily@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_musicoterapia","29/Sep/20","cody","fisher","m",6706,"EST JAUREGUI VA FLANDRIA","holderchristopher@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_geológicas","01/Jan/21","kevin","martinez","m",9101,"ALTO DE LAS PLUMAS","kevin01@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","17/Jan/21","amanda","patrick","f",8316,"BALSA SENILLOSA","krystal41@hotmail.com"
"universidad_nacional_de_tres_de_febrero","bioquímica","11/Oct/20","jennifer","ford","f",4632,"ANTUMPA","gloriastafford@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_musicoterapia","03/Jan/21","luke","soto","m",1812,"CARLOS SPEGAZZINI","muellereric@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_gestión_de_agroalimentos","11/Jan/21","evan","coffey","m",3252,"ALDEA SAN JORGE","andreacarpenter@yahoo.com"
"universidad_nacional_de_tres_de_febrero","actuario_","21/Nov/20","ms.","amy","f",8308,"VILLA MANZANO","ashleycampbell@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_administración_","26/Jan/21","brandon","beard","m",6748,"MEMBRILLAR","adriennerusso@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","18/Sep/20","margaret","cox","f",2752,"ALMACEN EL DESCANSO","moralessarah@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","11/Jan/21","mike","davis","m",3122,"ARROYO CORRALITO","gsanchez@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_musicoterapia","03/Oct/20","jennifer","flores","f",2144,"CAMPO HORQUESCO","williamthomas@yahoo.com"
"universidad_nacional_de_tres_de_febrero","contador_público_","03/Nov/20","monica","malone","f",8401,"CULLIN MANZANO","kgeorge@hotmail.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","22/Jan/21","megan","sanchez","f",5755,"ALTO DEL MOLLE","jonathan59@gmail.com"
"universidad_nacional_de_tres_de_febrero","medicina","11/Jan/21","william","jones","m",6407,"GIRODIAS","lauradixon@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","01/Feb/21","kristy","beck","f",3486,"VILLA OLIVARI","greenenathaniel@yahoo.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","01/Feb/21","sandra","jordan","f",6001,"AGUSTIN ROCA","thomasrachel@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_en_informática","10/Dec/20","austin","alvarez","m",6000,"BARRIO CAROSIO","charles67@gmail.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","14/Jan/21","tim","smith","m",7243,"ANTONIO CARBONI","timothymartinez@hotmail.com"
"universidad_nacional_de_tres_de_febrero","agronomía","22/Jan/21","brian","reeves","m",2119,"ARMINDA","qrusso@hotmail.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","12/Sep/20","katie","munoz","f",5304,"EL TALA","vanessadavis@hotmail.com"
"universidad_nacional_de_tres_de_febrero","ciencias_veterinarias","04/Nov/20","paul","lester","m",8363,"COLONIA JOSEFA","emily17@gmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","10/Dec/20","sarah","johnson","f",5446,"BALDE DE LEYES","scott42@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_kinesiología_y_fisiatría","03/Oct/20","lisa","cortez","f",5321,"EL POTRERO","huntstephanie@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_producción_de_bioimagenes","12/Nov/20","janet","roberson","f",4159,"ALTO EL PUESTO","sanchezjose@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_geológicas","02/Jan/21","yolanda","maynard","f",1638,"VICENTE LOPEZ","blakecourtney@gmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","09/Sep/20","sarah","mooney","f",3405,"ALGARROBAL PUISOYE","greenjoseph@hotmail.com"
"universidad_nacional_de_tres_de_febrero","actuario_","22/Nov/20","matthew","le","m",7241,"LA PORTEÑA","morrischristie@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","01/Feb/21","bethany","newman","f",1613,"LOS POLVORINES","laurabriggs@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_geológicas","26/Sep/20","dr.","summer","f",2248,"BERNARDO DE IRIGOYEN","acalderon@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","05/Dec/20","carlos","richards","m",5381,"BELLA VISTA","anthony24@gmail.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","10/Oct/20","paul","lynch","m",6661,"BLAS DURAÑONA","nielsenthomas@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","25/Dec/20","leslie","ponce","f",8111,"ARROYO PAREJA","walkerderek@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_ambientales","10/Oct/20","sherry","thompson","f",8332,"COLONIA RUSA","steven94@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_relaciones_del_trabajo_","25/Nov/20","michael","gray","m",8318,"CHALLACO","kayla03@yahoo.com"
"universidad_nacional_de_tres_de_febrero","agronomía","25/Nov/20","timothy","austin","m",1761,"20 DE JUNIO","tayloraaron@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","18/Sep/20","erika","ward","f",1876,"BERNAL ESTE","eric48@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","07/Nov/20","troy","moore","m",6723,"CUCULLU","butlercynthia@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","03/Sep/20","derrick","smith","m",2258,"CAMPO QUIÑONES","michaelsmith@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_psicología","07/Oct/20","crystal","brown","f",5551,"ESTACION USPALLATA","curtismason@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ciencias_veterinarias","28/Nov/20","ryan","evans","m",6200,"REALICO","markbrady@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","14/Oct/20","heidi","brown","f",1752,"LOMAS DEL MIRADOR","philip31@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_computación","11/Oct/20","ronnie","johnson","m",1727,"B LOS AROMOS SAN PATRICIO","michael49@hotmail.com"
"universidad_nacional_de_tres_de_febrero","medicina","22/Jan/21","tamara","lyons","f",3518,"CABRAL CUE","carrthomas@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_educación_","03/Jan/21","cameron","kim","m",2401,"CASTELAR","hatfieldlaura@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","23/Dec/20","emily","peck","f",6400,"BARRIO INDIO TROMPA","hillmario@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","20/Nov/20","william","williams","m",7225,"CASALINS","kirkpeter@hotmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_en_informática","21/Nov/20","anthony","garza","m",6422,"PRIMERA JUNTA","ehernandez@yahoo.com"
"universidad_nacional_de_tres_de_febrero","contador_público_","14/Sep/20","catherine","coleman","f",9111,"BAHIA BUSTAMANTE","weekslisa@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_ambientales","14/Oct/20","jennifer","bautista","f",3574,"CAPILLA GUADALUPE NORTE","batesmatthew@gmail.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","23/Nov/20","jeffrey","roberts","m",2170,"CANDELARIA SUD","shayes@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_computación","19/Sep/20","tyler","mills","m",5549,"AGUA DE LOS MANANTIALES","daniellehughes@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_ambientales","06/Dec/20","mitchell","hale","m",2311,"ADOLFO ALSINA","hlamb@hotmail.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","28/Dec/20","adam","branch","m",6500,"9 DE JULIO","nalvarez@gmail.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","13/Nov/20","jeffery","martin","m",6064,"EDUARDO COSTA","davidcochran@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_psicología","04/Oct/20","francisco","wilson","m",4132,"AGUA AZUL","heather47@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_administración_","27/Oct/20","kaitlin","lawson","f",5523,"BUENA NUEVA","samuel97@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_psicología","03/Dec/20","alexandra","buchanan","f",8214,"COLONIA CAZAUX","ujenkins@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","19/Jan/21","wesley","allen","m",6553,"LA TORRECITA","banderson@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_biológicas","30/Jan/21","kelsey","stone","f",6042,"DOS HERMANOS","micheal60@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","22/Sep/20","gabriel","mcdaniel","m",3374,"EL PORVENIR","stoneheidi@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_educación_","04/Jan/21","mr.","frederick","m",3555,"CAMPO HUBER","justin70@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_relaciones_del_trabajo_","07/Dec/20","mark","marshall","m",6561,"BLANCA GRANDE","justin39@gmail.com"
"universidad_nacional_de_tres_de_febrero","agronomía","15/Dec/20","courtney","donaldson","f",6017,"CHANCAY","williamsbrittany@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_en_informática","12/Oct/20","steve","smith","m",6309,"ALPACHIRI","jacob98@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","06/Oct/20","zachary","li","m",1704,"RAMOS MEJIA","victoria22@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_musicoterapia","19/Oct/20","amanda","ryan","f",8142,"COLONIA BARGA","davisjake@yahoo.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","25/Jan/21","stephanie","meyer","f",8322,"CUTRAL CO","ashley42@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_y_tecnología_de_alimentos","29/Nov/20","adam","holmes","m",4113,"ACOSTILLA","simontanya@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_terapia_ocupacional","13/Nov/20","ashley","lane","f",8166,"SALDUNGARAY","barryjennifer@yahoo.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","31/Jan/21","david","barnes","m",1661,"BELLA VISTA","jleonard@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_psicología","21/Dec/20","sheryl","gomez","f",6022,"LA ORIENTAL","jonesrhonda@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_planificación_y_diseño_del_paisaje","29/Sep/20","michael","brown","m",5705,"AGUA HEDIONDA","ugomez@hotmail.com"
"universidad_nacional_de_tres_de_febrero","actuario_","16/Dec/20","michelle","flowers","f",3177,"ALTAMIRANO NORTE","matthewbell@hotmail.com"
